epoch,batch,d_loss,g_loss,l1_loss,const_loss
8,1,0.4669211506843567,5.8187360763549805,3.7428390979766846,0.013168943114578724
8,21,0.35384249687194824,6.585477828979492,3.431490659713745,0.017629006877541542
8,41,0.25428351759910583,5.2211384773254395,3.3858535289764404,0.020926129072904587
8,61,0.41165781021118164,8.523656845092773,3.890688896179199,0.017125794664025307
8,81,0.36289238929748535,4.858609199523926,3.494091033935547,0.0212823785841465
8,101,0.28386399149894714,5.55258846282959,3.6276745796203613,0.015580453909933567
8,121,0.2527902126312256,7.4862751960754395,3.7339320182800293,0.011490888893604279
8,141,0.23148687183856964,7.603409290313721,3.854188919067383,0.011951850727200508
8,161,0.20521099865436554,6.5035719871521,3.804739475250244,0.01550400722771883
8,181,0.6953531503677368,9.312406539916992,3.5186550617218018,0.013693727552890778
8,201,0.20698413252830505,6.680212020874023,4.219615459442139,0.014068800024688244
8,221,0.32434308528900146,7.435325622558594,3.8290724754333496,0.024649808183312416
8,241,0.29764580726623535,7.603751182556152,3.4104835987091064,0.01371324248611927
8,261,0.2589929401874542,8.029814720153809,4.001048564910889,0.025873174890875816
8,281,0.19638340175151825,8.719365119934082,4.086455345153809,0.034547850489616394
8,301,0.5003642439842224,4.584521293640137,3.6758317947387695,0.015459512360394001
8,321,0.2087314873933792,7.631545066833496,3.540795087814331,0.02459721267223358
8,341,0.21446546912193298,5.821117401123047,3.533311367034912,0.020097125321626663
8,361,0.21112288534641266,7.36284875869751,3.498394727706909,0.011807724833488464
8,381,0.23469030857086182,6.101179122924805,3.5877771377563477,0.014211880974471569
8,401,0.23991525173187256,5.301826000213623,3.896744728088379,0.014082759618759155
8,421,0.6178666353225708,4.939761161804199,3.6171202659606934,0.016359182074666023
8,441,0.22720222175121307,6.123643398284912,3.783942699432373,0.01875196024775505
8,461,0.23067449033260345,7.471489429473877,4.046970844268799,0.020453110337257385
8,481,0.26952338218688965,6.536110877990723,3.9793894290924072,0.012507685460150242
8,501,0.4682522714138031,6.663553714752197,4.004635334014893,0.01450087409466505
8,521,0.385120153427124,4.244678497314453,3.500706911087036,0.02558322623372078
8,541,0.3597179651260376,4.670588493347168,3.819567918777466,0.017438843846321106
8,561,0.24579185247421265,6.64386510848999,3.7183284759521484,0.022152740508317947
8,581,0.2568399906158447,7.273784637451172,3.663022041320801,0.013820421881973743
8,601,0.25338104367256165,5.641064643859863,3.696380615234375,0.018761755898594856
8,621,0.2517840266227722,8.373221397399902,4.111118793487549,0.018301375210285187
8,641,0.2954164445400238,5.451058864593506,3.9140474796295166,0.01809088885784149
8,661,0.24129809439182281,7.177476406097412,3.5842039585113525,0.009860904887318611
8,681,0.21937410533428192,6.360265254974365,3.564906120300293,0.01945444568991661
8,701,0.19136296212673187,7.284164905548096,4.073098182678223,0.02180410735309124
8,721,0.27915045619010925,7.862405300140381,3.997697591781616,0.016694188117980957
8,741,0.22036179900169373,6.512682914733887,3.7827019691467285,0.015265731140971184
8,761,0.2082851529121399,6.722259998321533,3.398375988006592,0.017713133245706558
8,781,0.8974931240081787,14.622129440307617,3.6146342754364014,0.020017122849822044
8,801,0.5488269329071045,4.3712263107299805,3.310899496078491,0.014200044795870781
8,821,0.4140297770500183,7.107636451721191,3.6691033840179443,0.022569280117750168
8,841,0.27364251017570496,6.156454086303711,3.74166202545166,0.01970927231013775
8,861,0.2178114652633667,6.753329277038574,3.622480630874634,0.018394477665424347
8,881,0.22005221247673035,6.718729496002197,3.6913342475891113,0.01534207258373499
8,901,0.24831074476242065,5.6315531730651855,3.4637646675109863,0.021000653505325317
8,921,0.703473687171936,9.430281639099121,3.886469602584839,0.01403522863984108
8,941,0.6742871999740601,7.0602288246154785,3.750664234161377,0.01230429857969284
8,961,0.2297227382659912,7.094586372375488,3.3010945320129395,0.02286890149116516
8,981,0.23008999228477478,7.373858451843262,3.6790335178375244,0.019980965182185173
8,1001,0.3531760275363922,7.071578025817871,3.5537734031677246,0.017659559845924377
8,1021,0.2753433883190155,6.615201473236084,3.840893268585205,0.017450669780373573
8,1041,0.29529374837875366,8.684773445129395,3.9929795265197754,0.016766734421253204
8,1061,0.33115118741989136,5.969367027282715,3.5160140991210938,0.02151622623205185
8,1081,0.25735417008399963,5.528130054473877,3.7023231983184814,0.010402710177004337
8,1101,0.3162553906440735,7.539478778839111,3.501640558242798,0.01828712597489357
8,1121,0.30441176891326904,4.847811222076416,3.5531556606292725,0.01914862170815468
8,1141,0.5539602637290955,4.232770919799805,3.6111128330230713,0.012373317033052444
8,1161,0.29717814922332764,5.596508502960205,3.415910005569458,0.01798568107187748
8,1181,0.25543278455734253,6.184011459350586,3.900097608566284,0.01256084069609642
8,1201,1.0771358013153076,4.656335353851318,3.5246644020080566,0.03797544166445732
8,1221,0.2912379205226898,6.364072322845459,3.7212271690368652,0.013378816656768322
8,1241,0.4519751965999603,8.295186996459961,3.7794337272644043,0.015643034130334854
9,1,0.2889360785484314,7.195584297180176,3.5465879440307617,0.020133376121520996
9,21,0.24337361752986908,6.422115325927734,3.394514322280884,0.011761441826820374
9,41,0.2415848672389984,6.1710968017578125,3.4946608543395996,0.018171582370996475
9,61,0.34304624795913696,4.225627899169922,3.406423330307007,0.020649554207921028
9,81,0.3426310420036316,6.303689002990723,3.6646149158477783,0.014775700867176056
9,101,0.40681055188179016,5.315197944641113,3.678632974624634,0.01630096510052681
9,121,0.30668455362319946,6.545984268188477,3.327721118927002,0.012718673795461655
9,141,0.34017497301101685,6.678343296051025,3.512503147125244,0.011299260891973972
9,161,0.36495089530944824,4.6631245613098145,3.6767351627349854,0.01608986407518387
9,181,0.24539566040039062,5.795433044433594,3.3061554431915283,0.011275559663772583
9,201,0.23956704139709473,6.152153491973877,3.966207981109619,0.012354888021945953
9,221,0.23746444284915924,6.017819404602051,3.590599298477173,0.016782956197857857
