epoch,batch,d_loss,g_loss,l1_loss,const_loss
7,181,0.23111635446548462,6.730235576629639,3.7599081993103027,0.01791851781308651
7,201,0.4022992253303528,7.701574325561523,3.651508092880249,0.02121451124548912
7,221,0.20950926840305328,7.77020788192749,3.967670440673828,0.018763432279229164
7,241,0.43471193313598633,5.467440605163574,3.9933407306671143,0.01746157556772232
7,261,0.2777597904205322,7.416466236114502,3.946276903152466,0.013807150535285473
7,281,0.35991984605789185,7.043942451477051,3.793456554412842,0.017681468278169632
7,301,0.7476685643196106,8.345765113830566,3.9269888401031494,0.01693863235414028
7,321,0.2289034128189087,6.942017078399658,3.8079941272735596,0.01774044707417488
7,341,0.32770371437072754,6.411441802978516,3.764427661895752,0.01402469165623188
7,361,0.5184537172317505,4.500291347503662,3.5750083923339844,0.027385856956243515
7,381,0.5518186092376709,6.73893928527832,3.445899724960327,0.01227737870067358
7,401,0.2556630074977875,7.2953009605407715,3.846461296081543,0.01866951957345009
7,421,0.25208333134651184,6.549204349517822,3.7055113315582275,0.021111689507961273
7,441,0.32714587450027466,5.491735935211182,3.8809781074523926,0.01907169632613659
7,461,0.20466043055057526,7.45358419418335,3.9528939723968506,0.011546377092599869
7,481,0.35160738229751587,6.151487350463867,4.311367988586426,0.028044255450367928
7,501,0.266117125749588,6.7550458908081055,4.084606170654297,0.021018486469984055
7,521,0.28759804368019104,6.605698585510254,3.685154438018799,0.031629543751478195
7,541,0.25643667578697205,5.896328926086426,3.361461639404297,0.0145903704687953
7,561,0.311568021774292,6.901459693908691,3.650280475616455,0.016154466196894646
7,581,0.47274288535118103,5.124194622039795,3.810544013977051,0.018284322693943977
7,601,0.23652511835098267,6.513869762420654,4.1183366775512695,0.015578465536236763
7,621,0.22866439819335938,5.71250581741333,3.5203359127044678,0.014844408258795738
7,641,0.6207352876663208,4.9014892578125,3.968618392944336,0.011350682005286217
7,661,0.23616668581962585,7.4163007736206055,3.6327006816864014,0.02456829883158207
7,681,0.47567155957221985,6.929354190826416,3.6037757396698,0.023194728419184685
7,701,0.3576558232307434,6.1464924812316895,4.096742153167725,0.01645803265273571
7,721,0.28200119733810425,6.985472202301025,3.8326950073242188,0.013839281164109707
7,741,0.4083455801010132,6.80187463760376,3.6484875679016113,0.011343544349074364
7,761,0.22523537278175354,6.308766841888428,3.775695562362671,0.020307224243879318
7,781,0.22485655546188354,7.596283912658691,4.142405986785889,0.017139580100774765
7,801,0.3771404027938843,7.748990535736084,3.7803096771240234,0.017778832465410233
7,821,0.22439804673194885,6.644078731536865,3.62361216545105,0.012180813588202
7,841,0.5734982490539551,9.011710166931152,3.550060272216797,0.01693132519721985
7,861,0.5655233263969421,4.480351448059082,3.873946189880371,0.01693623885512352
7,881,0.25163838267326355,6.398746013641357,3.864778995513916,0.02241523191332817
7,901,0.4466705024242401,8.558989524841309,3.797919511795044,0.017929038032889366
7,921,0.29470765590667725,5.09037446975708,3.6006550788879395,0.016451168805360794
7,941,0.25557300448417664,6.938389301300049,3.575134754180908,0.022509703412652016
7,961,0.2666351795196533,7.359044075012207,3.7420201301574707,0.012963812798261642
7,981,0.26071441173553467,7.789187431335449,4.0828375816345215,0.020899808034300804
7,1001,0.2656523287296295,5.536664962768555,3.8393712043762207,0.013822397217154503
7,1021,0.24241523444652557,6.551482677459717,3.8206095695495605,0.015878070145845413
7,1041,0.231113001704216,5.8643903732299805,3.5280299186706543,0.01569540798664093
7,1061,0.7617143988609314,9.04123306274414,3.7087440490722656,0.012530870735645294
7,1081,0.34491848945617676,4.218973636627197,3.3593249320983887,0.016782406717538834
7,1101,0.27563098073005676,6.869756698608398,3.840968608856201,0.02166328765451908
7,1121,0.20893537998199463,7.482265949249268,4.163880348205566,0.016685007140040398
7,1141,0.30741748213768005,5.137285232543945,3.5353450775146484,0.016670357435941696
7,1161,0.27935996651649475,5.571360111236572,3.7329840660095215,0.021145286038517952
7,1181,0.21787717938423157,7.02632474899292,4.012732028961182,0.016183162108063698
7,1201,0.28312328457832336,5.567636013031006,3.876516342163086,0.017310941591858864
7,1221,0.4072420597076416,5.204041004180908,3.9120843410491943,0.01622108928859234
7,1241,0.3138939142227173,5.572100639343262,3.509981632232666,0.012522553093731403
8,1,0.49106138944625854,6.802501678466797,4.143448829650879,0.02115870825946331
